TrajID,IMEI,IMSI,MRTime,Longitude,Latitude,Altitude,Accuracy,Speed,Dbm,isGsm,SignalToNoiseRatio,EvdoEcio,Level,BLevel,BCapacity,X,Y,Z,X_theta,Y_theta,Z_theta,Num_Connected,Mcc_1,Mnc_1,RNCID_1,CellID_1,Arfcn_1,Basic_psc_pci_1,Lon_1,Lat_1,AsuLevel_1,SignalLevel_1,Dbm_1,Type_1,Mcc_2,Mnc_2,RNCID_2,CellID_2,Arfcn_2,Basic_psc_pci_2,Lon_2,Lat_2,AsuLevel_2,SignalLevel_2,Dbm_2,Type_2,Mcc_3,Mnc_3,RNCID_3,CellID_3,Arfcn_3,Basic_psc_pci_3,Lon_3,Lat_3,AsuLevel_3,SignalLevel_3,Dbm_3,Type_3,Mcc_4,Mnc_4,RNCID_4,CellID_4,Arfcn_4,Basic_psc_pci_4,Lon_4,Lat_4,AsuLevel_4,SignalLevel_4,Dbm_4,Type_4,Mcc_5,Mnc_5,RNCID_5,CellID_5,Arfcn_5,Basic_psc_pci_5,Lon_5,Lat_5,AsuLevel_5,SignalLevel_5,Dbm_5,Type_5,Mcc_6,Mnc_6,RNCID_6,CellID_6,Arfcn_6,Basic_psc_pci_6,Lon_6,Lat_6,AsuLevel_6,SignalLevel_6,Dbm_6,Type_6,Mcc_7,Mnc_7,RNCID_7,CellID_7,Arfcn_7,Basic_psc_pci_7,Lon_7,Lat_7,AsuLevel_7,SignalLevel_7,Dbm_7,Type_7,,,,,,,,,,,,,,,,,,,,,,,,
0,862305032225518.00 ,460091042103139.00 ,1521792516931.00 ,121.4963583,31.28441532,73,30,0.56435806,-109,TRUE,-1,-1,5,58,4000,-5.570983887,-87.81738281,65.52124023,2.969708681,-0.238338456,-0.183176056,3,460,1,6266,8914443,0,416,0,0,68,4,-72,LTE,2147483647,2147483647,2147483647,2147483647,0,489,0,0,60,4,-80,LTE,2147483647,2147483647,2147483647,2147483647,0,388,0,0,51,4,-89,LTE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,
0,862305032225518.00 ,460091042103139.00 ,1521792517991.00 ,121.4963583,31.28441532,73,30,0.56435806,-109,TRUE,-1,-1,5,58,4000,-1.06048584,-89.31732178,68.52264404,3.07610321,-0.283189744,-0.084997684,3,460,1,6266,8914443,0,416,0,0,68,4,-72,LTE,2147483647,2147483647,2147483647,2147483647,0,489,0,0,60,4,-80,LTE,2147483647,2147483647,2147483647,2147483647,0,388,0,0,51,4,-89,LTE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,
0,862305032225518.00 ,460091042103139.00 ,1521792519050.00 ,121.4963583,31.28441532,73,30,0.56435806,-109,TRUE,-1,-1,5,58,4000,-2.281188965,-88.71765137,67.62237549,3.074872494,-0.259033114,-0.068172872,3,460,1,6266,8914443,0,416,0,0,67,4,-73,LTE,2147483647,2147483647,2147483647,2147483647,0,388,0,0,64,4,-76,LTE,2147483647,2147483647,2147483647,2147483647,0,489,0,0,60,4,-80,LTE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,
0,862305032225518.00 ,460091042103139.00 ,1521792520113.00 ,121.4963583,31.28441532,73,30,0.56435806,-109,TRUE,-1,-1,5,58,4000,-0.891113281,-88.11645508,67.62237549,3.085374117,-0.231850654,-0.071173839,3,460,1,6266,8914443,0,416,0,0,67,4,-73,LTE,2147483647,2147483647,2147483647,2147483647,0,388,0,0,64,4,-76,LTE,2147483647,2147483647,2147483647,2147483647,0,489,0,0,60,4,-80,LTE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,
0,862305032225518.00 ,460091042103139.00 ,1521792521295.00 ,121.4963583,31.28441532,73,30,0.56435806,-109,TRUE,-1,-1,5,58,4000,-5.220031738,-89.01672363,64.92156982,2.978297949,-0.251487494,-0.180425763,3,460,1,6266,8914443,0,416,0,0,68,4,-72,LTE,2147483647,2147483647,2147483647,2147483647,0,388,0,0,65,4,-75,LTE,2147483647,2147483647,2147483647,2147483647,0,489,0,0,51,4,-89,LTE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,
0,862305032225518.00 ,460091042103139.00 ,1521792522229.00 ,121.4960076,31.28296492,47,17,0,-109,TRUE,-1,-1,5,58,4000,-2.281188965,-84.81750488,64.02130127,3.040001869,-0.160795137,-0.114311524,3,460,1,6266,8914443,0,416,0,0,68,4,-72,LTE,2147483647,2147483647,2147483647,2147483647,0,388,0,0,65,4,-75,LTE,2147483647,2147483647,2147483647,2147483647,0,489,0,0,51,4,-89,LTE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,
0,862305032225518.00 ,460091042103139.00 ,1521792523290.00 ,121.4960076,31.28296492,47,17,0,-109,TRUE,-1,-1,5,58,4000,-0.370788574,-85.41717529,67.92144775,3.112915754,-0.135923252,-0.034175724,3,460,1,6266,8914443,0,416,0,0,67,4,-73,LTE,2147483647,2147483647,2147483647,2147483647,0,388,0,0,64,4,-76,LTE,2147483647,2147483647,2147483647,2147483647,0,489,0,0,56,4,-84,LTE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,
0,862305032225518.00 ,460091042103139.00 ,1521792524555.00 ,121.4960222,31.28293882,49,12,0,-109,TRUE,-1,-1,5,58,4000,-1.240539551,-85.41717529,69.42138672,3.082968235,-0.111338831,-0.060470011,3,460,1,6266,8914443,0,416,0,0,67,4,-73,LTE,2147483647,2147483647,2147483647,2147483647,0,388,0,0,64,4,-76,LTE,2147483647,2147483647,2147483647,2147483647,0,489,0,0,56,4,-84,LTE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,
0,862305032225518.00 ,460091042103139.00 ,1521792525614.00 ,121.4960222,31.28293882,49,12,0,-109,TRUE,-1,-1,5,58,4000,-1.760864258,-83.91723633,66.72210693,3.0687356,-0.102546751,-0.072492763,3,460,1,6266,8914443,0,416,0,0,64,4,-76,LTE,2147483647,2147483647,2147483647,2147483647,0,388,0,0,60,4,-80,LTE,2147483647,2147483647,2147483647,2147483647,0,489,0,0,55,4,-85,LTE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,
0,862305032225518.00 ,460091042103139.00 ,1521792526673.00 ,121.4960258,31.28293903,45,11,0,-109,TRUE,-1,-1,5,58,4000,-6.091308594,-83.01696777,65.22216797,2.96087575,-0.099732302,-0.157517985,3,460,1,6266,8914443,0,416,0,0,64,4,-76,LTE,2147483647,2147483647,2147483647,2147483647,0,388,0,0,60,4,-80,LTE,2147483647,2147483647,2147483647,2147483647,0,489,0,0,55,4,-85,LTE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,
